link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,
Cattin Blandenier (2004),Evarcha sp,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Evarcha sp,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Succinea putris,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Staphylinidae,Euconulus alderi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Clubiona sp,Thomisidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Vallonia pulchella,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Vertigo antivertigo,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Ozyptila sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Vallonia pulchella,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Vallonia pulchella,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Vertigo antivertigo,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Vertigo antivertigo,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Edaphus blŸhweissi,Trochosa spinipalpis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Hemistenus flavipes,Euconulus alderi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Aleocharinae,Euconulus alderi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
Cattin Blandenier (2004),Nestus mendicus,Euconulus alderi,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ",,,,,
